venom|effect|pmid
agkistrodon halys|malignant melanoma|10944460
agkistrodon halys|dermatitis|14577332
agkistrodon halys|above average intellect|14577332
agkistrodon halys|eczema|14577332
agkistrodon halys|hepatic fibrosis|15844712
agkistrodon halys|disseminated intravascular coagulation|17914147
agkistrodon halys|blood coagulation disorder|17914147
factor iia|anaphylactoid reaction|2291986
factor iia|serum sickness|2291986
factor iia|necrosis|2291986
factor iia|disseminated intravascular coagulation|2291986
factor iia|blood coagulation disorder|2291986
factor iia|hemostatic function|2291986
bothrops neuwiedi|anaphylactoid reaction|2291986
bothrops neuwiedi|serum sickness|2291986
bothrops neuwiedi|necrosis|2291986
bothrops neuwiedi|disseminated intravascular coagulation|2291986
bothrops neuwiedi|blood coagulation disorder|2291986
bothrops neuwiedi|hemostatic function|2291986
bothrops neuwiedi|abscess|11144814
bothrops neuwiedi|ecchymosis|11144814
bothrops neuwiedi|necrosis|11144814
bothrops neuwiedi|purpura|11144814
bothrops neuwiedi|abscess morphology|11144814
bothrops neuwiedi|hemostatic function|11144814
bothrops neuwiedi|oedema|11144814
factor x|anaphylactoid reaction|2291986
factor x|serum sickness|2291986
factor x|necrosis|2291986
factor x|disseminated intravascular coagulation|2291986
factor x|blood coagulation disorder|2291986
factor x|hemostatic function|2291986
factor x|lupus anticoagulant disorder|8075311
factor x|hemostatic function|8075311
factor x|thrombocytopenia|18420371
factor x|capillary permeability|18420371
factor x|hemostatic function|18420371
factor x|resonance|22416129
factor x|hemostatic function|22416129
coagulation factor x|anaphylactoid reaction|2291986
coagulation factor x|serum sickness|2291986
coagulation factor x|necrosis|2291986
coagulation factor x|disseminated intravascular coagulation|2291986
coagulation factor x|blood coagulation disorder|2291986
coagulation factor x|hemostatic function|2291986
coagulation factor x|lupus anticoagulant disorder|8075311
coagulation factor x|hemostatic function|8075311
coagulation factor x|thrombocytopenia|18420371
coagulation factor x|capillary permeability|18420371
coagulation factor x|hemostatic function|18420371
coagulation factor x|resonance|22416129
coagulation factor x|hemostatic function|22416129
antibodies, antinuclear|kidney disease|2299806
antibodies, antinuclear|glomerulonephritis|2299806
antibodies, antinuclear|lupus erythematosus|2299806
macrophage procoagulant activity|kidney disease|2299806
macrophage procoagulant activity|glomerulonephritis|2299806
macrophage procoagulant activity|lupus erythematosus|2299806
prolactin inhibiting factor|kidney disease|2299806
prolactin inhibiting factor|glomerulonephritis|2299806
prolactin inhibiting factor|lupus erythematosus|2299806
actinin|menstruation|2307211
actinin|rhabdomyolysis|2307211
desmin|menstruation|2307211
desmin|rhabdomyolysis|2307211
desmin|regeneration|9314534
desmin|birth|9314534
desmin|weight-bearing|9314534
desmin|kidney disease|18957871
desmin|glomerulosclerosis|18957871
desmin|bun increased|18957871
monocrotaline|menstruation|2307211
monocrotaline|rhabdomyolysis|2307211
monocrotaline|sweating|9133709
monocrotaline|circulatory failure|9133709
monocrotaline|hypotension|9133709
monocrotaline|leukocytosis|9133709
monocrotaline|sweating symptom|9133709
monocrotaline|hemostatic function|9133709
monocrotaline|oedema|9133709
monocrotaline|diarrhoea|9133709
monocrotaline|nausea|9133709
monocrotaline|platelet count below reference range|10218750
monocrotaline|thrombocytopenia|10218750
monocrotaline|thrombocytopenic disorder|10218750
monocrotaline|blood coagulation disorder|10218750
monocrotaline|hypofibrinogenemia|10218750
monocrotaline|serum sickness|11525706
monocrotaline|blood coagulation disorder|12605206
monocrotaline|platelet count below reference range|12676300
monocrotaline|thrombocytopenia|12676300
monocrotaline|thrombocytopenic disorder|12676300
monocrotaline|platelet count below reference range|15648790
monocrotaline|thrombocytopenia|15648790
monocrotaline|blood coagulation disorder|15648790
monocrotaline|thrombocytopenic disorder|15648790
monocrotaline|allergic reaction|15800419
monocrotaline|thrombocytopenia|16982358
monocrotaline|thrombocytopenic disorder|16982358
monocrotaline|platelet count below reference range|16982358
monocrotaline|disseminated intravascular coagulation|19545426
monocrotaline|platelet count below reference range|19606002
monocrotaline|thrombocytopenia|19606002
monocrotaline|thrombocytopenic disorder|19606002
monocrotaline|blood coagulation disorder|19606002
monocrotaline|tissue perfusion measure|21740134
monocrotaline|compartment syndrome|21740134
anti-ige antibodies|anaphylactoid reaction|8835130
anti-ige antibodies|asthma|8835130
anti-ige antibodies|allergic reaction|8835130
anti-ige antibodies|circulatory failure|10931125
anti-ige antibodies|allergic disposition|10931125
anti-ige antibodies|allergic reaction|11815741
thromboxane-a synthase|fibrosarcoma|2314052
thromboxane-a synthase|neutropenic disorder|2314052
thromboxane-a synthase|malignant fibromatous neoplasm|2314052
thromboxane-a synthase|neoplasm|2314052
thromboxane-a synthase|neoplasm, malignant (primary)|2314052
thromboxane-a synthase|malignant neoplastic disease|2314052
thromboxane-a synthase|neutropenia|2314052
thromboxane-a synthase|granulocytopenia|2314052
thromboxane-a synthase|leukostasis|3716753
complement component c5|fibrosarcoma|2314052
complement component c5|neutropenic disorder|2314052
complement component c5|malignant fibromatous neoplasm|2314052
complement component c5|neoplasm|2314052
complement component c5|neoplasm, malignant (primary)|2314052
complement component c5|malignant neoplastic disease|2314052
complement component c5|neutropenia|2314052
complement component c5|granulocytopenia|2314052
catalase|fibrosarcoma|2314052
catalase|neutropenic disorder|2314052
catalase|malignant fibromatous neoplasm|2314052
catalase|neoplasm|2314052
catalase|neoplasm, malignant (primary)|2314052
catalase|malignant neoplastic disease|2314052
catalase|neutropenia|2314052
catalase|granulocytopenia|2314052
lipoxygenase|fibrosarcoma|2314052
lipoxygenase|neutropenic disorder|2314052
lipoxygenase|malignant fibromatous neoplasm|2314052
lipoxygenase|neoplasm|2314052
lipoxygenase|neoplasm, malignant (primary)|2314052
lipoxygenase|malignant neoplastic disease|2314052
lipoxygenase|neutropenia|2314052
lipoxygenase|granulocytopenia|2314052
naja naja atra|platelet count below reference range|2325197
naja naja atra|hemostatic function|2325197
naja naja atra|thrombocytopenia|2325197
naja naja atra|oedema|2325197
naja naja atra|thrombocytopenic disorder|2325197
naja naja atra|squamous cell carcinoma|19754129
naja naja atra|malignant neoplastic disease|19754129
naja naja atra|neoplasm, malignant (primary)|19754129
naja naja atra|leukemia|19754129
naja naja atra|weight loss|20850839
naja naja atra|quality of life satisfaction|22687474
naja naja atra|allodynia|22687474
naja naja atra|tumor necrosis|22687474
naja naja atra|allergic reaction|22687474
naja naja atra|diabetic renal disease|23228832
naja naja atra|hyperaesthesia|23587180
naja naja atra|tumor necrosis|23587180
naja naja atra|squamous cell carcinoma|23710144
naja naja atra|malignant neoplastic disease|23710144
naja naja atra|neoplasm, malignant (primary)|23710144
naja naja atra|tissue repair|23710144
naja naja atra|blood-brain barrier|24087853
naja naja atra|human parturition, function|24087853
trimeresurus albolabris|platelet count below reference range|2325197
trimeresurus albolabris|hemostatic function|2325197
trimeresurus albolabris|thrombocytopenia|2325197
trimeresurus albolabris|oedema|2325197
trimeresurus albolabris|thrombocytopenic disorder|2325197
trimeresurus albolabris|balance|10219986
trimeresurus albolabris|disseminated intravascular coagulation|10219986
trimeresurus albolabris|disseminated intravascular coagulation|17914147
trimeresurus albolabris|blood coagulation disorder|17914147
cholinergic receptor|myasthenia gravis|2345558
cholinergic receptor|myasthenia gravis|8390605
cholinergic receptor|paralysis flaccid|8390605
cholinergic receptor|neuromuscular block|8390605
cholinergic receptor|polyneuropathy|20096908
cholinergic receptor|nerve conduction|20096908
cholinergic receptor|neuropathy|20096908
cholinergic receptor|blood-brain barrier|24087853
cholinergic receptor|human parturition, function|24087853
pituitary hormone|hypoglycaemia|2385744
pituitary hormone|hypopituitarism|2385744
pituitary hormone|hormone secretion|2385744
pituitary hormone|pituitary insufficiency|2385744
pituitary hormone|hypoglycemia|2385744
pituitary hormone|necrosis|2385744
thyrotropin releasing factor|hypoglycaemia|2385744
thyrotropin releasing factor|hypopituitarism|2385744
thyrotropin releasing factor|hormone secretion|2385744
thyrotropin releasing factor|pituitary insufficiency|2385744
thyrotropin releasing factor|hypoglycemia|2385744
thyrotropin releasing factor|necrosis|2385744
thyrotropin releasing factor|hypothermia|2409426
thyrotropin releasing factor|sensation quality|2409426
thyrotropin releasing factor|chronic obstructive lung disease|3627951
thyrotropin releasing factor|common cold|3627951
thyrotropin releasing factor|licking|3627951
thyrotropin releasing factor|chronic obstructive lung disease|3929520
thyrotropin releasing factor|common cold|3929520
thyrotropin releasing factor|parity finding|3929520
thyrotropin releasing factor|stress|6302295
thyrotropin releasing factor|gastric mucosal barrier|6302295
thyrotropin releasing factor|common cold|6302295
thyrotropin releasing factor|chronic obstructive lung disease|6302295
thyrotropin releasing factor|gastric acid secretion|10455316
bungarus|abdominal pain|2389328
bungarus|necrosis|2389328
bungarus|paralysis|2389328
bungarus|respiratory failure|2389328
bungarus|respiratory paralysis|2389328
bungarus|rhabdomyolysis|2389328
bungarus|swelling|2389328
bungarus|respiratory insufficiency|2389328
bungarus|injection given|9509180
bungarus|swelling|9509180
bungarus|assisted|9509180
bungarus|respiratory failure|9509180
bungarus|respiratory insufficiency|9509180
bungarus|paralysis|11926002
bungarus|blood coagulation disorder|11926002
bungarus|hemostatic function|11926002
bungarus|oedema|11926002
bungarus|ptosis|11990168
bungarus|rash erythematous|11990168
bungarus|respiratory failure|11990168
bungarus|aspiration pneumonitis|11990168
bungarus|pneumonitis|11990168
bungarus|prolapse|11990168
bungarus|respiratory insufficiency|11990168
bungarus|nausea|11990168
bungarus|ptosis|12403218
bungarus|dysphagia|12403218
bungarus|assisted|12403218
bungarus|paralysis|12403218
bungarus|speech disorder|12403218
bungarus|prolapse|12403218
bungarus|pulmonary edema|17657372
bungarus|pulmonary oedema|17657372
bungarus|acute cardiac pulmonary edema|17657372
bungarus|ptosis|17710993
bungarus|blood pressure|17710993
bungarus|persistent mydriasis|17710993
bungarus|pneumonia|17710993
bungarus|mydriasis|17710993
bungarus|ventricular fibrillation|17710993
bungarus|neuropathy|17710993
bungarus|respiratory paralysis|17710993
bungarus|hypertension|17710993
bungarus|hypertensive disorder|17710993
bungarus|prolapse|17710993
bungarus|tachycardia|17710993
bungarus|consciousness related finding|17710993
bungarus|tachyarrhythmia|17710993
bungarus|swelling|18455743
bungarus|necrosis|18455743
bungarus|acute renal failure syndrome|18455743
bungarus|hypoaesthesia|20637219
bungarus|ptosis|20637219
bungarus|circulatory failure|20637219
bungarus|dysphagia|20637219
bungarus|dysphonia|20637219
bungarus|hyponatraemia|20637219
bungarus|hypertensive disorder|20637219
bungarus|excessive salivation|20637219
bungarus|prolapse|20637219
bungarus|difficulty speaking|20637219
bungarus|hypertension|20637219
bungarus|hyponatremia|20637219
bungarus|saliva increased|20637219
bungarus|rhabdomyolysis|20637219
bungarus|myoglobinuria|20855420
bungarus|innervation|20855420
bungarus|paralysis|20855420
bungarus|respiratory failure|20855420
bungarus|respiratory paralysis|20855420
bungarus|necrosis|20855420
bungarus|rhabdomyolysis|20855420
bungarus|muscle innervation|20855420
bungarus|acute renal failure syndrome|20855420
bungarus|oedema|20855420
bungarus|respiratory insufficiency|20855420
naja naja|abdominal pain|2389328
naja naja|necrosis|2389328
naja naja|paralysis|2389328
naja naja|respiratory failure|2389328
naja naja|respiratory paralysis|2389328
naja naja|rhabdomyolysis|2389328
naja naja|swelling|2389328
naja naja|respiratory insufficiency|2389328
naja naja|ptosis|3537783
naja naja|endurance|3537783
naja naja|myasthenia gravis|3537783
naja naja|gaze|3537783
naja naja|expiration|3537783
naja naja|prolapse|3537783
naja naja|ability to cough|3537783
naja naja|epilepsy|6822252
naja naja|diphtheria|8079368
naja naja|punctate inner choroidopathy|16225138
naja naja|neuropathy|19439335
naja naja|assisted|19439335
naja naja|respiratory paralysis|19439335
naja naja|blood coagulation disorder|19439335
naja naja|necrosis|19439335
naja naja|neoplasm|21530568
naja naja|carcinoma|21530568
naja naja|ascites|21530568
spantide|gastric acid secretion|2409424
spantide|gastric secretion|2409424
spantide|hypothermia|2409426
spantide|sensation quality|2409426
thyrotropin-releasing hormone|hypothermia|2409426
thyrotropin-releasing hormone|sensation quality|2409426
thyrotropin-releasing hormone|chronic obstructive lung disease|3627951
thyrotropin-releasing hormone|common cold|3627951
thyrotropin-releasing hormone|licking|3627951
thyrotropin-releasing hormone|stress|6302295
thyrotropin-releasing hormone|gastric mucosal barrier|6302295
thyrotropin-releasing hormone|common cold|6302295
thyrotropin-releasing hormone|chronic obstructive lung disease|6302295
calmodulin|squamous cell carcinoma|2421873
calmodulin|ovarian carcinoma|2421873
calmodulin|neoplasm|2421873
calmodulin|nervousness|15180477
calmodulin|cholestasis|18829977
calmodulin|nervousness|19473240
calmodulin|plaque|19473240
sulfoxide|squamous cell carcinoma|2421873
sulfoxide|ovarian carcinoma|2421873
sulfoxide|neoplasm|2421873
sulfoxide|flexion spinal defense reflex|14522004
sulfoxide|hyperaesthesia|14522004
sulfoxide|depressive disorder|14522004
sulfoxide|allodynia|14522004
calcitonin|menstruation|2436762
calcitonin|small cell carcinoma of lung|2436762
calcitonin|loss of appetite|3226951
calcitonin|food intake|3226951
calcitonin|anorexia|3226951
class amphibia|menstruation|2436762
class amphibia|small cell carcinoma of lung|2436762
class amphibia|water intake|6283491
class amphibia|food intake|6283491
calcitonin preparation|menstruation|2436762
calcitonin preparation|small cell carcinoma of lung|2436762
calcitonin preparation|loss of appetite|3226951
calcitonin preparation|food intake|3226951
calcitonin preparation|anorexia|3226951
kassinin|menstruation|2436762
kassinin|small cell carcinoma of lung|2436762
cnidarian venoms|gangrene|2869072
cnidarian venoms|gangrenous disorder|2869072
cnidarian venoms|anaphylactoid reaction|2869072
cnidarian venoms|allergic reaction|2869072
cnidarian venoms|vasospasm|2888425
cnidarian venoms|gangrenous disorder|2888425
cnidarian venoms|anaphylactoid reaction|2888425
cnidarian venoms|gangrene|2888425
cnidarian venoms|hypoaesthesia|2904646
cnidarian venoms|vascular flow|2904646
cnidarian venoms|cyanosis|2904646
cnidarian venoms|vascular disorder|2904646
cnidarian venoms|gangrene|2904646
cnidarian venoms|gangrenous disorder|2904646
cnidarian venoms|anaphylactoid reaction|21682750
cnidarian venoms|hypotension|21821138
cnidarian venoms|malignant neoplastic disease|21824078
cnidarian venoms|neoplasm, malignant (primary)|21824078
cnidarian venoms|examined for|23536767
mitogens|neoplasm of liver|8170991
mitogens|neoplasm|8170991
mitogens|neoplasm, malignant (primary)|8170991
mitogens|hepatocellular carcinoma|8170991
mitogens|malignant neoplastic disease|8170991
mitogens|hepatic neoplasm|8170991
fibroblast growth factors|type 2 diabetes mellitus|21956711
fibroblast growth factors|oedema|21956711
fibroblast growth factors|disease of liver|21956711
fibroblast growth factors|resonance|21956711
fibroblast growth factors|non-alcoholic fatty liver|21956711
fibroblast growth factors|obesity|21956711
fibroblast growth factors|weight gain|21956711
fibroblast growth factors|nausea|21956711
fibroblast growth factor|type 2 diabetes mellitus|21956711
fibroblast growth factor|oedema|21956711
fibroblast growth factor|disease of liver|21956711
fibroblast growth factor|resonance|21956711
fibroblast growth factor|non-alcoholic fatty liver|21956711
fibroblast growth factor|obesity|21956711
fibroblast growth factor|weight gain|21956711
fibroblast growth factor|nausea|21956711
charybdotoxin|nervousness|9092604
charybdotoxin|menstruation|9092604
charybdotoxin|vascular flow|9100281
charybdotoxin|diabetes mellitus|12809950
charybdotoxin|vascular constriction|12809950
charybdotoxin|vasospasm|12809950
charybdotoxin|blood glucose normal|12809950
charybdotoxin|intracranial pressure|15379997
charybdotoxin|oedema|15379997
charybdotoxin|glioma, malignant, no icd-o subtype|15379997
charybdotoxin|glioma|15379997
charybdotoxin|balance|15923220
charybdotoxin|equilibrium|15923220
charybdotoxin|nervousness|17761162
charybdotoxin|paralysis|24252544
immunoglobulin a|circulatory failure|8058985
immunoglobulin a|anaphylactoid reaction|8058985
immunoglobulin a|allergic reaction|8058985
immunoglobulin a|sepsis|9371665
immunoglobulin a|immunosuppression|9371665
immunoglobulin a|graft rejection|9371665
immunoglobulin a|viral pneumonia|9371665
immunoglobulin a|tumor necrosis|9371665
immunoglobulin a|allergic reaction|15985821
complement factor b|neoplasm|2522969
complement factor b|malignant neoplastic disease|22644854
complement factor b|pattern erg p50|22644854
complement factor b|neoplasm, malignant (primary)|22644854
factor h|neoplasm|2522969
complement factor h|neoplasm|2522969
receptors, transferrin|neoplasm|2522969
receptors, dopamine|hand-sch|2526353
receptors, dopamine|sch|2526353
receptors, dopamine|psychosis|15165713
dopamine receptor|hand-sch|2526353
dopamine receptor|sch|2526353
dopamine receptor|psychosis|15165713
trichlorfon|sleep|2530417
neuropeptides|glioma, malignant, no icd-o subtype|2538576
neuropeptides|vesicular stomatitis|2538576
neuropeptides|infection|2538576
neuropeptides|infectious disease|2538576
neuropeptides|glioma|2538576
neuropeptides|gastric acid secretion|2623192
neuropeptides|gastric acid secretion|2862711
neuropeptides|gastric function|2862711
neuropeptides|gastric emptying|2862711
neuropeptides|loss of appetite|3226951
neuropeptides|food intake|3226951
neuropeptides|anorexia|3226951
neuropeptides|stress|6302295
neuropeptides|gastric mucosal barrier|6302295
neuropeptides|common cold|6302295
neuropeptides|chronic obstructive lung disease|6302295
neuropeptides|neoplasm|10881027
neuropeptides|neoplasm, malignant (primary)|10881027
neuropeptides|malignant neoplastic disease|10881027
neuropeptides|blood vessel permeability|12782082
neuropeptides|oedema|12782082
neuropeptides|diabetes mellitus|14529486
neuropeptides|renal clearance|14529486
neuropeptides|nervousness|16040630
neuropeptides|chest pain|16040630
neuropeptides|small cell carcinoma of lung|16040630
neuropeptides|plaque|16040630
neuropeptides|agitation|16979678
neuropeptides|multiple sclerosis|16979678
neuropeptides|diabetic neuropathy|16979678
neuropeptides|herpes zoster|16979678
neuropeptides|malignant neoplastic disease|18201818
neuropeptides|neoplasm|18201818
neuropeptides|neoplasm, malignant (primary)|18201818
neuropeptides|secondary malignant neoplastic disease|18201818
neuropeptides|rheumatoid arthritis|18220954
neuropeptides|sepsis|18220954
neuropeptides|langerhans cell histiocytosis, unifocal (clinical)|18220954
neuropeptides|langerhans cell histiocytosis, unifocal|18220954
neuropeptides|hypertension|18377785
neuropeptides|obesity|18377785
neuropeptides|dyslipidemia|18377785
neuropeptides|hypertensive disorder|18377785
neuropeptides|chronic metabolic disorder|18377785
neuropeptides|balance|18567096
neuropeptides|stress|18567096
neuropeptides|intestinal motility|18567096
neuropeptides|vascular flow|18567096
neuropeptides|inflammatory bowel disease|18567096
neuropeptides|tissue repair|18567096
neuropeptides|immune response|18567096
neuropeptides|equilibrium|18567096
neuropeptides|neuropathy|18693540
neuropeptides|asthma|23621446
neuropeptides|gastritis|23621446
neuropeptides|sepsis|23621446
neuropeptides|arthritis|23621446
neuropeptides|neoplasm, malignant (primary)|23621446
neuropeptides|malignant neoplastic disease|23621446
neuropeptides|uveitis|23621446
neuropeptides|stress|24530741
hornet venom|intraocular pressure|2565189
hornet venom|anaphylactoid reaction|2737470
hornet venom|anaphylactoid reaction|3453132
hornet venom|alopecia|6801104
hornet venom|allergic reaction|7067070
hornet venom|allergic disposition|12464961
hornet venom|circulatory failure|19934093
palytoxin|acute respiratory distress|2572075
palytoxin|dystonia|2572075
palytoxin|neoplasm|2873626
palytoxin|necrosis|8817810
palytoxin|peritonitis|8817810
palytoxin|diuresis|9617874
palytoxin|eating|9617874
palytoxin|rhabdomyolysis|9617874
palytoxin|taste, function|9792167
palytoxin|hypoaesthesia|18433818
palytoxin|swelling|18433818
palytoxin|paraesthesia|18433818
palytoxin|rhabdomyolysis|18433818
palytoxin|dizziness|18433818
palytoxin|patient died|18451579
palytoxin|eating|18451579
palytoxin|acute renal failure syndrome|18451579
palytoxin|rhabdomyolysis|18451579
palytoxin|red color|19505494
palytoxin|infestation by phthirus pubis|19505494
palytoxin|neuropathy|19545971
palytoxin|intact skin|19545971
palytoxin|hypertension|19545971
palytoxin|hypertensive disorder|19545971
palytoxin|depressive disorder|19545971
palytoxin|coma|19545971
palytoxin|depression|19545971
palytoxin|dyspnoea|21333670
palytoxin|cyanosis|21333670
palytoxin|paralysis|21333670
palytoxin|eating|23702624
palytoxin|rhabdomyolysis|23702624
atroxase|necrosis|2646751
adder venom|papillary necrosis|2651763
adder venom|hypotension|2651763
adder venom|glomerulonephritis|2651763
adder venom|myoglobinuria|2651763
adder venom|disorder of capillaries|2651763
adder venom|necrosis|2651763
adder venom|disseminated intravascular coagulation|2651763
adder venom|acute renal failure syndrome|2651763
adder venom|intravascular hemolysis|2651763
adder venom|interstitial nephritis|2651763
adder venom|allergic reaction|2651763
adder venom|acute pancreatitis|2800879
adder venom|renal function|2805953
adder venom|chronic glomerulonephritis|2805953
adder venom|chronic renal failure|2805953
adder venom|hypertension|2805953
adder venom|hypertensive disorder|2805953
adder venom|uremia|2805953
adder venom|circulatory failure|3317538
adder venom|glomerular disease|3317538
adder venom|acute renal failure syndrome|3317538
adder venom|ischemic stroke|6196006
adder venom|suicide attempt|7430990
adder venom|suicide|7430990
adder venom|atherosclerosis|7555240
adder venom|coronary artery thrombosis|7555240
adder venom|dissem. intravasc. coagulation|9080875
adder venom|acute tubular necrosis|9080875
adder venom|acute renal failure syndrome|9080875
adder venom|blood coagulation disorder|9080875
adder venom|respiratory failure|9237335
adder venom|respiratory insufficiency|9237335
adder venom|paralysis|9237335
adder venom|arterial thrombosis|15389120
adder venom|necrosis|16373073
adder venom|vacuolation|16373073
adder venom|neoplasm|17979730
adder venom|necrosis|18715121
adder venom|red color|21959940
adder venom|circulatory failure|21959940
adder venom|swelling|21959940
adder venom|cerebrovascular disorder|21959940
adder venom|angioedema|21959940
adder venom|consciousness related finding|21959940
adder venom|immune response|22172144
adder venom|polyradiculoneuropathy|22172144
adder venom|neuritis|22172144
adder venom|neuropathy|22172144
adder venom|gigantism|22659142
adder venom|necrosis|22659142
adder venom|hypofibrinogenemia|22659142
viper venoms|papillary necrosis|2651763
viper venoms|hypotension|2651763
viper venoms|glomerulonephritis|2651763
viper venoms|myoglobinuria|2651763
viper venoms|disorder of capillaries|2651763
viper venoms|necrosis|2651763
viper venoms|disseminated intravascular coagulation|2651763
viper venoms|acute renal failure syndrome|2651763
viper venoms|intravascular hemolysis|2651763
viper venoms|interstitial nephritis|2651763
viper venoms|allergic reaction|2651763
viper venoms|renal function|2805953
viper venoms|chronic glomerulonephritis|2805953
viper venoms|chronic renal failure|2805953
viper venoms|hypertension|2805953
viper venoms|hypertensive disorder|2805953
viper venoms|uremia|2805953
viper venoms|circulatory failure|3317538
viper venoms|glomerular disease|3317538
viper venoms|acute renal failure syndrome|3317538
viper venoms|ischemic stroke|6196006
viper venoms|suicide attempt|7430990
viper venoms|suicide|7430990
viper venoms|atherosclerosis|7555240
viper venoms|coronary artery thrombosis|7555240
viper venoms|dissem. intravasc. coagulation|9080875
viper venoms|acute tubular necrosis|9080875
viper venoms|acute renal failure syndrome|9080875
viper venoms|blood coagulation disorder|9080875
viper venoms|carcinoma|15072239
viper venoms|malignant melanoma|15072239
viper venoms|arterial thrombosis|15389120
viper venoms|sarcoma|17258413
viper venoms|necrosis|17258413
viper venoms|carcinoma|17258413
viper venoms|leukemia|17258413
viper venoms|ascites|17258413
viper venoms|neoplasm|17979730
viper venoms|swelling|18455743
viper venoms|necrosis|18455743
viper venoms|acute renal failure syndrome|18455743
viper venoms|necrosis|18715121
viper venoms|malignant neoplastic disease|19327376
viper venoms|necrosis|19327376
viper venoms|neoplasm|19327376
viper venoms|neoplasm, malignant (primary)|19327376
viper venoms|red color|21959940
viper venoms|circulatory failure|21959940
viper venoms|swelling|21959940
viper venoms|cerebrovascular disorder|21959940
viper venoms|angioedema|21959940
viper venoms|consciousness related finding|21959940
viper venoms|immune response|22172144
viper venoms|polyradiculoneuropathy|22172144
viper venoms|neuritis|22172144
viper venoms|neuropathy|22172144
viper venoms|gigantism|22659142
viper venoms|necrosis|22659142
viper venoms|hypofibrinogenemia|22659142
insect venom|allergic disposition|2661327
insect venom|circulatory failure|2670712
insect venom|allergic disposition|2670712
insect venom|exocrine pancreatic insufficiency|6366028
insect venom|allergic disposition|6366028
insect venom|allergic reaction|7400882
insect venom|swelling|7400882
insect venom|allergic disposition|9018443
insect venom|anaphylactoid reaction|9109704
insect venom|allergic reaction|9109704
insect venom|adverse reaction|9623183
insect venom|allergic disposition|9623183
insect venom|circulatory failure|10335030
insect venom|renal function|10335030
insect venom|necrosis|10335030
insect venom|acute renal failure syndrome|10335030
insect venom|haemolysis|10335030
insect venom|rhabdomyolysis|10335030
insect venom|adverse reaction|10856159
insect venom|pregnancy unintended|10909168
insect venom|anaphylactoid reaction|10909168
insect venom|comfort level|10909168
insect venom|birth|10909168
insect venom|pregnancy|10909168
insect venom|allergic disposition|11344360
insect venom|allergic disposition|11400609
insect venom|allergic disposition|11878133
insect venom|quality of life satisfaction|12618751
insect venom|anaphylactoid reaction|12618751
insect venom|allergic reaction|12618751
insect venom|plaque|12618751
insect venom|weal|15106079
insect venom|urticaria|15106079
insect venom|allergic disposition|15106079
insect venom|allergic disposition|16283132
insect venom|adverse reaction|16569814
insect venom|anaphylactoid reaction|16569814
insect venom|allergic disposition|16569814
insect venom|rash erythematous|16724635
insect venom|allergic disposition|16724635
insect venom|anaphylactoid reaction|17335884
insect venom|allergic disposition|18070166
insect venom|quality of life satisfaction|19364334
insect venom|willing|19364334
insect venom|allergic disposition|19364334
insect venom|anaphylactoid reaction|19627278
insect venom|urticaria pigmentosa|19627278
insect venom|mast cell hyperplasia|19627278
insect venom|allergic disposition|19663128
insect venom|allergic disposition|20334904
insect venom|anaphylactoid reaction|20461965
insect venom|asthma|21055658
insect venom|allergic reaction|21055658
insect venom|allergic disposition|21055658
insect venom|allergic rhinitis due to pollen|21055658
insect venom|allergic reaction|23076950
insect venom|allergic disposition|23076950
insect venom|quality of life satisfaction|23076950
insect venom|plague|23076950
insect venom|adverse reaction|23076950
insect venom|eosinophil count raised|23095437
insect venom|allergic disposition|23095437
insect venom|eosinophilia|23095437
insect venom|disorder characterized by eosinophilia|23095437
insect venom|allergic reaction|23095437
insect venom|food allergy|23529459
insect venom|anaphylactoid reaction|23529459
insect venom|anxiety|23750435
insect venom|level of fear|23750435
insect venom|allergic reaction|23750435
insect venom|allergic disposition|23750435
insect venom|quality of life satisfaction|23750435
insect venom|level of anxiety|23750435
insect venom|anaphylactoid reaction|23799331
insect venom|allergic disposition|23799331
insect venom|anaphylactoid reaction|23889248
insect venom|allergic disposition|24088073
heloderma suspectum|myocardial infarction|2703689
heloderma suspectum|hypotension|2703689
heloderma suspectum|blood coagulation disorder|2703689
heloderma suspectum|diabetes mellitus|10027577
heloderma suspectum|nervousness|16484515
heloderma suspectum|glomerular filtration|16484515
heloderma suspectum|type 2 diabetes mellitus|16484515
heloderma suspectum|dyspepsia|16484515
heloderma suspectum|dizziness|16484515
heloderma suspectum|headache|16484515
heloderma suspectum|nausea|16484515
heloderma suspectum|type 2 diabetes mellitus|16529340
heloderma suspectum|weight loss|16529340
heloderma suspectum|gastric emptying|16529340
heloderma suspectum|diabetes mellitus|16529340
heloderma suspectum|food intake|16529340
heloderma suspectum|nausea|16529340
heloderma suspectum|fasting|17109672
heloderma suspectum|gastric emptying|17109672
heloderma suspectum|allergic reaction|19576255
heloderma suspectum|hyperglycaemia|20979668
heloderma suspectum|hyperglycemia|20979668
heloderma suspectum|rash erythematous|22257299
heloderma suspectum|leukocytosis|22257299
heloderma suspectum|mastication|22257299
neuromedin u|gastric acid secretion|2714571
neuromedin u|gastric secretion|2714571
neuromedin u|basal gastric acid secretion|2714571
baclofen|gastric acid secretion|2714571
baclofen|gastric secretion|2714571
baclofen|basal gastric acid secretion|2714571
baclofen|convulsions|15519751
baclofen|malignant neoplastic disease|18516973
baclofen|chronic pain|18516973
baclofen|neoplasm, malignant (primary)|18516973
baclofen|human parturition, function|18516973
baclofen|complex regional pain syndrome|18516973
